"start","end","text","speaker"
"9854590","9856010"," believe in this as well.","Jake Brancatella"
"9856290","9858910"," The Ash'aris and Matridis are nominalists.","Jake Brancatella"
"9859730","9860370"," Okay.","Jake Brancatella"
"9860850","9864890"," There's no difference of a genuine difference of opinion on this at all.","Jake Brancatella"
"9865490","9876770"," Show me somebody else besides the so-called philosopher who actually believed in either universals in a platonic realm or in physical objects.","Jake Brancatella"
"9877070","9878710"," No, they didn't hold this view.","Jake Brancatella"
"9879410","9884310"," And even the staunchest critics of Ibn Taymiyyah actually defend him on this.","Jake Brancatella"
"9885050","9886010"," The staunchest critics.","Jake Brancatella"
"9887170","9908190"," Yeah, I mean this, I think for me, maybe I'm just ignoramus, but to go from that one statement of Ibn Abbas to an entire philosophical theory about what exists, sets exist, a set of all things, like let me finish, let me make my point, that is the kind of speculative reasoning that the Muti Kalimun engage in.","Daniel Haqiqatjou"
"9908310","9922250"," And they also went from statements in the Quran, okay, they went from, they go from explicit statements of the Quran and Hadith, and they also draw these larger conclusions, they formulate these bigger theories, and sometimes they go astray.","Daniel Haqiqatjou"
"9922390","9925230"," Like this is what all of these groups are doing.","Daniel Haqiqatjou"
"9925430","9926690"," Ibn Taymiyyah is no different.","Daniel Haqiqatjou"
"9926970","9932690"," But you want to attack the Ash'aris and Matridis for doing something that Ibn Taymiyyah also did.","Daniel Haqiqatjou"
"9933190","9938210"," And you have like scholars who are condemning, like historically are condemning Ibn Hajar for this.","Daniel Haqiqatjou"
"9938510","9942970"," Ibn Hajar is a Ash'ari, but he condemned specifically for this view.","Daniel Haqiqatjou"
"9944170","9945150"," Condemned for what view?","Jake Brancatella"
"9945550","9946690"," For the eternality.","Daniel Haqiqatjou"
"9949770","9951470"," The hawadith la awwalaha.","Daniel Haqiqatjou"
"9952090","9955030"," Ibn Hajar condemns Ibn Taymiyyah, you said.","Jake Brancatella"
"9955210","9955370"," Yeah.","Daniel Haqiqatjou"
"9956230","9958270"," That has nothing to do with my point.","Jake Brancatella"
"9958370","9963090"," My point is, I didn't say that scholars didn't disagree or condemn them.","Jake Brancatella"
"9963570","9965990"," You just said, where did this nominalism come from?","Jake Brancatella"
"9966050","9968190"," You think it's only from Ibn Taymiyyah.","Jake Brancatella"
"9968290","9968930"," I'm telling you.","Jake Brancatella"
"9968970","9970270"," Do you know who Saeed Foda is?","Jake Brancatella"
"9971090","9973190"," Yeah, he's an Ash'ari famous on YouTube.","Jake Brancatella"
"9973410","9974650"," Famous Ash'ari scholar.","Jake Brancatella"
"9974950","9978070"," And he is extremely critical of Ibn Taymiyyah.","Jake Brancatella"
"9978130","9978710"," Wouldn't you agree?","Jake Brancatella"
"9979850","9981050"," I believe so, yeah.","Daniel Haqiqatjou"
"9981150","9982250"," I don't follow him that closely.","Jake Brancatella"
"9982310","9984590"," Okay, he's very harsh against Ibn Taymiyyah.","Jake Brancatella"
"9984630","9995910"," And I'm telling you that Hamza Yusuf came with the same ignorant comment that you're making that, oh, actually, Hamza Yusuf actually said, oh, nominalism came from the Shaitaan.","Jake Brancatella"
"9996050","9996670"," Did you know that?","Jake Brancatella"
"9997510","10002850"," Shaitaan was the first nominalist, and Ibn Taymiyyah was the first human nominalist.","Jake Brancatella"
"10003150","10006370"," And so basically he's saying that Ibn Taymiyyah was a Shaitaan.","Jake Brancatella"
"10006870","10009690"," Saeed Foda came and said, no, Hamza Yusuf.","Jake Brancatella"
"10009790","10019730"," And his student, I can show you, has written an entire article on this several years ago saying, look, basically, I'm paraphrasing, but his point was, look, we don't like Ibn Taymiyyah.","Jake Brancatella"
"10019950","10020570"," We hate him.","Jake Brancatella"
"10020870","10022730"," And he actually tried to go further.","Jake Brancatella"
"10022830","10025830"," He's like, no, no, no, don't give the credit to Ibn Taymiyyah.","Jake Brancatella"
"10026050","10027750"," We were the first nominalists.","Jake Brancatella"
"10028030","10029890"," The Ash'aris were the first nominalists.","Jake Brancatella"
"10030170","10032750"," Their whole school is nominalism, bro.","Jake Brancatella"
"10032910","10034090"," You don't know this.","Jake Brancatella"
"10034550","10040930"," You're trying to put it on Ibn Taymiyyah, like Hamza Yusuf, and make him the Shaitaan and the scapegoat.","Jake Brancatella"
"10040990","10047750"," But in actuality, this is actually a point of agreement amongst us and the Ash'aris.","Jake Brancatella"
"10048150","10054190"," We don't have this philosophical view of Aristotle and Thomas Aquinas and Ibn Sina.","Jake Brancatella"
"10054350","10055410"," That's not our view.","Jake Brancatella"
"10055610","10059270"," We don't believe in these real universals outside of the mind.","Jake Brancatella"
"10059510","10063250"," Now, if you want to say, oh, well, the Setaf didn't talk in detail about these things, I agree.","Jake Brancatella"
"10063350","10064090"," That's not the point.","Jake Brancatella"
"10064510","10065430"," That is the point.","Jake Brancatella"
"10065550","10080610"," No, the point is, there was nobody coming along other than the deviants and the kuffar who are actually saying that there are real universals outside the mind that exist in the Platonic realm or that exist in Daniel HaKikachu and Jake.","Jake Brancatella"
"10080850","10081990"," No, they weren't saying this.","Jake Brancatella"
"10082310","10084170"," So stop blaming Ibn Taymiyyah.","Jake Brancatella"
"10084530","10091510"," Actually come to a view where maybe you have more credit to try to go to, which is the eternality of hellfire.","Jake Brancatella"
"10091730","10094170"," I mean, we've already been going for 20 minutes on the same topic.","Jake Brancatella"
"10094510","10101350"," Well, one thing that I think is significant also is the request to Jinn, because I just can't wrap my head around it.","Daniel Haqiqatjou"
"10102490","10104210"," Let's go to the other subject.","Jake Brancatella"
"10104890","10108050"," Maybe you can clarify this one point for me and then we can move on.","Daniel Haqiqatjou"
"10109070","10119330"," Because your whole explanation of sacrificing, not sacrificing, but being able to request aid from the Jinn, is that it's like requesting aid from a person.","Daniel Haqiqatjou"
"10119430","10127230"," As long as the Jinn is present and is able, you're not asking the Jinn to do something that is beyond its capabilities, then what's the big deal?","Daniel Haqiqatjou"
"10127610","10131490"," I gave the King Jinn analogy, but there's another problem.","Daniel Haqiqatjou"
"10132310","10153550"," Because what about your whole crew, you and others, accuse me of promoting shirk because merely for citing the view, not adopting it or saying it's the correct view, that slaughtering for other than Allah or slaughtering for Jinn is not known with certainty to be shirk Akbar.","Daniel Haqiqatjou"
"10154770","10160450"," And this is a big gotcha or this was a big deal that you guys have made over and over again.","Daniel Haqiqatjou"
"10160910","10162810"," Did I do that?","Daniel Haqiqatjou"
"10162970","10164070"," It raises the question.","Daniel Haqiqatjou"
"10164170","10165270"," Did I make that big deal with you?","Jake Brancatella"
"10165270","10165730"," Yeah, you did.","Daniel Haqiqatjou"
"10165790","10169430"," You signed on a statement that says that Daniel promotes slaughtering for Jinn not being shirk Akbar.","Daniel Haqiqatjou"
"10170130","10171270"," You signed on to that statement.","Daniel Haqiqatjou"
"10171590","10172750"," So this is the question.","Daniel Haqiqatjou"
"10173150","10180650"," If you can request from Jinn as if they're normal people, why can't you offer them offerings like normal people?","Daniel Haqiqatjou"
"10180650","10193830"," I can slaughter a goat for my guests or for meat, you know, for dinner we're gonna have delicious goat briyani or we're gonna have some lamb or a camel, I don't know, a cow I sacrifice and we're gonna have a delicious beef ribeye steak.","Daniel Haqiqatjou"
"10194050","10195250"," I can do that for humans.","Jake Brancatella"
"10195430","10196870"," Why can't I do that for Jinn?","Jake Brancatella"
"10197610","10204010"," Okay, so first you classified and in the context you said this is what Jake said.","Jake Brancatella"
"10204070","10207370"," Let's be clear, we're talking about Ibn Taymiyyah's view, not Jake.","Jake Brancatella"
"10207710","10210590"," In fact, I said I disagree with Ibn Taymiyyah on this.","Jake Brancatella"
"10210950","10214790"," I said that he says that these things are permissible.","Jake Brancatella"
"10214970","10216710"," First of all, let's deal with the requests.","Jake Brancatella"
"10217090","10219250"," That the requests of the Jinn are permissible.","Jake Brancatella"
"10219850","10234070"," I take the, and I think because I'm influenced by the Maliki Madhab, which tends to do this a lot, which is prohibiting something and declaring something haram so that you close off the gateway to something that's haram.","Jake Brancatella"
"10234130","10236730"," So it doesn't even have to be haram in and of itself.","Jake Brancatella"
"10237070","10244990"," That's my view because I think dealing with the Jinn, us as non-prophets, is potentially dangerous.","Jake Brancatella"
"10245450","10247910"," Now Ibn Taymiyyah had the view that you mentioned.","Jake Brancatella"
"10248250","10251810"," I don't accuse him of shirk because I don't believe the view is shirk.","Jake Brancatella"
"10252170","10254890"," I think it's either haram or it's permissible.","Jake Brancatella"
"10255250","10265830"," To say that it's shirk, you need to show that the person is making a request which in itself is shirk, that he's asking of something other than Allah, only which Allah can give.","Jake Brancatella"
"10265950","10268070"," That's my view across the board.","Jake Brancatella"
"10268190","10269790"," I've always been consistent in that.","Jake Brancatella"
"10270010","10275950"," When it comes to slaughtering to other than Allah, I will, I'll throw you a bone here Dan, okay?","Jake Brancatella"
"10276010","10277850"," I'll throw you a bone after a long day.","Jake Brancatella"
"10278170","10294630"," I think that the statement in, the comment in the statement, essentially condemning you, and I don't know exactly how it was phrased because I didn't write it, of slaughtering to other than Allah, I think that it's ambiguous.","Jake Brancatella"
"10295070","10301850"," I think it needs to be disambiguated, a phrase that was used a lot in the last live stream.","Jake Brancatella"
"10302130","10325230"," It needs to be clarified what is exactly being meant, and I'm sure you've seen it, or if you haven't, I think that you and the others should read it, but Sam just posted an article regarding this about all of the different contexts in which you could be slaughtering to something other than Allah, or in the name of, and all of these different things, and they have different rulings.","Jake Brancatella"
"10325470","10327790"," I have no problem with that whatsoever.","Jake Brancatella"
"10329490","10331970"," But okay, Lo, the question...","Daniel Haqiqatjou"
"10331970","10332770"," Did you see that article?","Jake Brancatella"
"10334470","10336590"," I'm not sure if I saw that particular one.","Daniel Haqiqatjou"
"10336610","10337430"," Did it just come out today?","Daniel Haqiqatjou"
"10337870","10338130"," No.","Jake Brancatella"
"10338850","10342050"," I can pull it up maybe a couple days ago.","Jake Brancatella"
"10342330","10351790"," But the question about slaughtering for, so is slaughtering for other than Allah, like the jinn, is that shirk, Akbar, or not?","Daniel Haqiqatjou"
"10351930","10352690"," But that's what I'm saying.","Jake Brancatella"
"10352830","10358230"," It depends what you mean by slaughtering for, because it could have many different meanings to it.","Jake Brancatella"
"10358390","10364450"," No, no, so there's generally two meanings, like slaughtering in the name of, okay, or slaughtering for.","Daniel Haqiqatjou"
"10364650","10365710"," You're slaughtering for them.","Daniel Haqiqatjou"
"10366210","10372910"," Like slaughtering for means somebody's coming to your house as a guest, let's say, and you slaughter for them.","Jake Brancatella"
"10372950","10384670"," You slaughter an animal because they're coming there, and you're welcoming them as a guest, but you don't, like, say, in the name of Jesus, and kill the, let's say, cow, or something like that.","Jake Brancatella"
"10384830","10386930"," You're slaughtering in the name of Allah.","Jake Brancatella"
"10387270","10396210"," You do the slaughter appropriately, not even in haram way, because I think, I don't know who you were quoting, Anowi, or who you had in mind.","Jake Brancatella"
"10396590","10405350"," There are different Shafi'i scholars who had different opinions on this, but nevertheless, they would say that it, most of them would even say that it's haram.","Jake Brancatella"
"10405510","10408130"," We're not talking about in the haram or shirk-y sense.","Jake Brancatella"
"10408390","10418290"," You're saying that it's an occasion where a guest comes, and you slaughter the animal, you know, to welcome them and to feed them for coming.","Jake Brancatella"
"10418650","10419670"," No, this is not shirk.","Jake Brancatella"
"10421070","10425710"," So jinn are coming as your guests, and you're slaughtering for them, slaughtering a cow.","Daniel Haqiqatjou"
"10425730","10427790"," Dude, what's with the obsession with the jinn, man?","Jake Brancatella"
"10428690","10434790"," I'm being accused for shirk on this issue, so I want to clarify.","Daniel Haqiqatjou"
"10435270","10440230"," So, there are some jinn guests that come, and you slaughter some chickens for them.","Daniel Haqiqatjou"
"10440410","10441810"," Not shirk, right?","Jake Brancatella"
"10443190","10450230"," Say that there's some jinn guests, and you slaughter chickens for the jinn coming as a guest, and you feed the jinn, let's say.","Jake Brancatella"
"10450690","10451850"," Yeah, you want to feed the jinn.","Daniel Haqiqatjou"
"10451970","10452890"," You, like, put it on a platter.","Daniel Haqiqatjou"
"10452910","10454910"," I don't believe this is shirk.","Jake Brancatella"
"10454910","10455370"," No.","Jake Brancatella"
"10456570","10457370"," Do you believe it's shirk?","Jake Brancatella"
"10458950","10460650"," I think it depends on the intention.","Daniel Haqiqatjou"
"10461350","10463010"," It could possibly be shirk.","Daniel Haqiqatjou"
"10463130","10466910"," It depends on the acts of reverence and ta'zeem that are associated with it.","Daniel Haqiqatjou"
"10467390","10469090"," It's probably shirk.","Daniel Haqiqatjou"
"10469630","10470790"," It's probably shirk.","Daniel Haqiqatjou"
"10470950","10472830"," I don't do in-and-of-itself analysis.","Daniel Haqiqatjou"
"10473030","10473610"," Like, that's the difference.","Daniel Haqiqatjou"
"10473690","10474750"," Don't ask me in-and-of- itself.","Daniel Haqiqatjou"
"10475510","10485710"," Yeah, if you're going to be slaughtering chickens and putting it out for the jinn, yes, I do think that is very potentially shirk akbar, and this is not just my view.","Daniel Haqiqatjou"
"10485870","10487310"," Like, you could call me a Wahhabi.","Daniel Haqiqatjou"
"10487390","10490390"," You could call me a Wahhabi because this is what Ibn Abdul Wahhab says.","Daniel Haqiqatjou"
"10490730","10491950"," This is what Ibn Baz says.","Daniel Haqiqatjou"
"10492230","10493470"," This is shirk akbar.","Daniel Haqiqatjou"
"10493690","10495030"," This is what Ibn Taymiyyah says.","Daniel Haqiqatjou"
"10495190","10497910"," This is what Ibn Taymiyyah actually says, and that's the contradiction.","Daniel Haqiqatjou"
"10498190","10503490"," Like, Ibn Taymiyyah, in your analysis, he thinks that you can request from jinn because they're like humans.","Daniel Haqiqatjou"
"10503790","10509450"," Like, they're capable, but when it comes to sacrificing for the jinn, oh no, now it's shirk.","Daniel Haqiqatjou"
"10509750","10509910"," Why?","Daniel Haqiqatjou"
"10510190","10516850"," You can offer meats that you slaughter for your guests, for your human guests, so why can't you do that for human jinn?","Daniel Haqiqatjou"
"10517250","10519210"," And you've basically said that, yeah, there's no problem.","Daniel Haqiqatjou"
"10519950","10521210"," Human jinn, I think you misspoke.","Jake Brancatella"
"10521270","10523290"," Or with jinn guests.","Jake Brancatella"
"10524010","10528870"," Okay, so let me, you're saying that I'm, I don't know, maybe you think that I'm representing my own view.","Jake Brancatella"
"10528990","10529290"," I'm not.","Jake Brancatella"
"10529390","10535510"," This is from the article, and it was published on the 27th, so this is almost a week ago.","Jake Brancatella"
"10536590","10538310"," Ibn Uthaymeen says, what?","Jake Brancatella"
"10539870","10542230"," No, I know, I didn't, I didn't try to put it on the screen.","Jake Brancatella"
"10542350","10543750"," I could put it on the screen if you want.","Jake Brancatella"
"10544290","10546190"," Okay, yeah, I'm just gonna read you the quote.","Jake Brancatella"
"10546810","10547930"," I'm gonna read you the quote.","Jake Brancatella"
"10548050","10550550"," Ibn Uthaymeen says, these are the two different views.","Jake Brancatella"
"10551730","10555570"," Slaughtering for other than Allah is divided into two categories.","Jake Brancatella"
"10556350","10561710"," Slaughtering for other than Allah as an act of devotion to seek closeness and veneration.","Jake Brancatella"
"10562390","10566030"," And this is major shirk that expels one from the religion.","Jake Brancatella"
"10566510","10574930"," And slaughtering for other than Allah out of joy and hospitality, which you just talked about, and this does not expel one from the religion.","Jake Brancatella"
"10575150","10583270"," Rather, it is among customary matters that may sometimes be required and sometimes not required.","Jake Brancatella"
"10583510","10587350"," And the basic ruling concerning it is permissibility.","Jake Brancatella"
"10587350","10605390"," Ibn Uthaymeen also says in a second quote, as for when slaughtering for other than Allah occurs by way of honoring, such as honoring a guest, for example, if a guest comes to you and you slaughter an animal for him in order to present it to him to eat, then there is no problem with that.","Jake Brancatella"
"10605530","10607930"," Rather, this is something that is commanded.","Jake Brancatella"
"10608350","10615130"," So not only is it not haram or shirk, he's saying it's actually wajib to do for your guest.","Jake Brancatella"
"10615410","10622370"," And Dan, since you love the jinn guest so much, I mean, I don't know, maybe you have a lot of them coming over, then yes, there's no problem with doing it.","Jake Brancatella"
"10622490","10628890"," But he said, if it's an act of devotion to seek closeness and veneration, then this is major shirk.","Jake Brancatella"
"10629550","10630430"," This is our position.","Jake Brancatella"
"10631410","10633710"," I'm not making up my own view, dude.","Jake Brancatella"
"10633770","10636010"," You're making it seem like I'm making my own view up.","Jake Brancatella"
"10636010","10637330"," It's an inconsistent view, yeah.","Daniel Haqiqatjou"
"10637390","10646710"," It's inconsistent and it's like, you know, like the people who are sacrificing or slaughtering for jinn, like they're in the villages, like they're in the villages doing blood sacrifices.","Daniel Haqiqatjou"
"10646710","10647850"," Dan, you're adding to the story now.","Jake Brancatella"
"10647970","10648510"," You're adding to the story.","Daniel Haqiqatjou"
"10648510","10649310"," But look at this.","Daniel Haqiqatjou"
"10649530","10655150"," This is the statement that Bassam signed and you signed on this.","Daniel Haqiqatjou"
"10655450","10662050"," Daniel has also downplayed other polytheistic practices, such as offering sacrifices to jinn.","Daniel Haqiqatjou"
"10662710","10663190"," Yeah.","Daniel Haqiqatjou"
"10663430","10664730"," So how did you know why I meant by that?","Daniel Haqiqatjou"
"10664830","10667990"," First of all, I never said that it's okay to offer sacrifices to jinn.","Daniel Haqiqatjou"
"10668430","10673110"," I just said that it is potentially shirk.","Daniel Haqiqatjou"
"10673590","10674690"," It is inconsistent on these factors.","Daniel Haqiqatjou"
"10675010","10676330"," And there was ikhtilaf amongst the scholars.","Daniel Haqiqatjou"
"10676550","10677370"," That's what I said.","Daniel Haqiqatjou"
"10677490","10677610"," Okay.","Daniel Haqiqatjou"
"10677830","10679230"," And I've been consistent on that.","Daniel Haqiqatjou"
"10679310","10683030"," And then there's the statement from Wahhabis, including you and Bassam, condemning me.","Daniel Haqiqatjou"
"10683270","10688730"," And it's saying, I'm reading it, he has downplayed other polytheistic practices, such as offering sacrifices to jinn.","Daniel Haqiqatjou"
"10688810","10692870"," And now you're telling me that, yeah, there are certain contexts where that's perfectly fine.","Jake Brancatella"
"10693050","10693230"," Okay.","Jake Brancatella"
"10693270","10694410"," So let's clarify it.","Jake Brancatella"
"10694670","10698330"," Do you agree with what the quote from Ibn Uthaymeen just said?","Jake Brancatella"
"10698710","10703170"," And don't forget, forget about is Ibn Uthaymeen consistent or not in his views?","Jake Brancatella"
"10703510","10708530"," I'm saying the view that he just mentioned, do you agree in substance with that?","Jake Brancatella"
"10709750","10713090"," That if you're slaughtering for other than Allah...","Daniel Haqiqatjou"
"10713090","10713930"," It depends on the intention?","Daniel Haqiqatjou"
"10714390","10715070"," Hold on.","Jake Brancatella"
"10715270","10725250"," If you're slaughtering for other than Allah, right, as an act of devotion to seek closeness and veneration, do you believe that that is a major act of shirk?","Jake Brancatella"
"10726170","10729750"," Yeah, I think it, depending on the nature of the reverence.","Daniel Haqiqatjou"
"10729890","10731670"," Yeah, that's a part of my analysis.","Daniel Haqiqatjou"
"10731830","10733010"," But it's about intention.","Daniel Haqiqatjou"
"10733230","10734130"," It's about beliefs.","Daniel Haqiqatjou"
"10734850","10736370"," You agree with that.","Jake Brancatella"
"10736790","10750610"," And when slaughtering for other than Allah occurs by way of honoring a guest, for example, if a guest comes to you and you slaughter an animal for him in order to present it to him to eat, then that is not necessarily shirk.","Jake Brancatella"
"10750770","10751470"," You agree with that?","Jake Brancatella"
"10751670","10759130"," It depends on if it's a human being that I can see, or like some person that I can see, versus an unseen entity.","Daniel Haqiqatjou"
"10759370","10762370"," If he's an unseen entity, if it's a jinn, is it shirk akbar?","Jake Brancatella"
"10763270","10765870"," No, I think it might be shirk asghar.","Daniel Haqiqatjou"
"10766370","10767770"," I think it's haram.","Daniel Haqiqatjou"
"10768050","10773950"," I think it could potentially get to the level of shirk depending on the ta'zeem, depending on the beliefs.","Daniel Haqiqatjou"
"10774570","10775610"," Okay, so then...","Jake Brancatella"
"10775610","10777650"," I'm not down with what you just described.","Daniel Haqiqatjou"
"10778350","10784770"," I don't think that, oh, just because you're sacrificing for the intention of honoring jinn...","Daniel Haqiqatjou"
"10784770","10787670"," You don't agree, but you don't believe that it's necessarily shirk.","Jake Brancatella"
"10787910","10788730"," That's my point.","Jake Brancatella"
"10788890","10794270"," You agree in the sense of that aspect, that yeah, you don't agree that it's permissible.","Jake Brancatella"
"10795550","10797170"," Ibn Uthaymeen is saying it's permissible.","Jake Brancatella"
"10797350","10798170"," You don't agree with that.","Jake Brancatella"
"10798290","10798910"," That's what's shocking.","Jake Brancatella"
"10799250","10805270"," Yeah, but what's shocking is that Ibn Uthaymeen and other Wahhabis are saying that this is something that could be permissible.","Daniel Haqiqatjou"
"10805650","10811150"," It could be permissible, or it's something that there's not even a mention of it leading to shirk.","Daniel Haqiqatjou"
"10811270","10814070"," Like, aren't we concerned about things that are leading to shirk?","Daniel Haqiqatjou"
"10814470","10816050"," You don't think that it's going to lead to shirk?","Daniel Haqiqatjou"
"10816050","10833910"," Like I said, that's why I said personally that I disagree with Ibn Uthaymeen's position on the requests, because out of a maliki usul point, that I think that we should cut it off before it gets to that point.","Jake Brancatella"
"10834050","10834690"," Blocking the means.","Daniel Haqiqatjou"
"10834830","10836410"," Yes, so I agree with that.","Jake Brancatella"
"10837390","10842150"," But that doesn't mean that I'm saying that I believe that it's necessarily shirk.","Jake Brancatella"
"10842530","10843970"," So we're in agreement there.","Jake Brancatella"
"10844090","10845630"," Now I'm throwing you a bone.","Jake Brancatella"
"10845730","10847230"," I already said it in the beginning.","Jake Brancatella"
"10847770","10862690"," If there is a case that you actually do believe that it's not shirk akbar, slaughtering to other than Allah, in an example where we do, then it would still be valid.","Jake Brancatella"
"10862870","10867610"," But on this specific point, then yeah, then you're not guilty of shirk.","Jake Brancatella"
"10869550","10876930"," Not only are you not guilty of shirk, like you're doing something that's permissible, according to Ibn Uthaymeen.","Daniel Haqiqatjou"
"10877390","10877850"," Yeah, exactly.","Jake Brancatella"
"10879010","10880410"," Blows my mind.","Daniel Haqiqatjou"
"10880650","10884010"," We only have five minutes left, and you've been pretty much questioning me the whole time.","Jake Brancatella"
"10884010","10884430"," Okay, fine.","Daniel Haqiqatjou"
"10885630","10887050"," Is it kufr?","Daniel Haqiqatjou"
"10889570","10893250"," Can someone accuse the Prophet of committing shirk?","Daniel Haqiqatjou"
"10895410","10897930"," Can someone accuse the Prophet of committing shirk?","Jake Brancatella"
"10898050","10898250"," No.","Jake Brancatella"
"10899510","10902030"," But bro, you've been questioning me the entire time.","Jake Brancatella"
"10902110","10903130"," We have five minutes left.","Jake Brancatella"
"10903190","10904470"," Can I ask you a couple questions?","Jake Brancatella"
"10905370","10907610"," No, this is the question.","Daniel Haqiqatjou"
"10907830","10911890"," You're saying that you cannot accuse the Prophet of committing shirk.","Daniel Haqiqatjou"
"10912090","10913310"," That's what Ibn Taymiyyah does.","Daniel Haqiqatjou"
"10913550","10919270"," Can you show me where he said that he believes that, or where he's accusing the Prophet of committing shirk?","Jake Brancatella"
"10919810","10923650"," In the story of the cranes, he affirms that story.","Jake Brancatella"
"10923750","10924710"," Are you not aware of this?","Daniel Haqiqatjou"
"10924970","10941990"," That shaitan came and through the verses, the satanic verses, praising Allat, Uzza, and Manat, and the Prophet, peace be upon him, according to Ibn Taymiyyah, actually recited those praise, the praise of these idols, which would be an act of shirk.","Daniel Haqiqatjou"
"10942390","10958150"," Okay, so Dan, just as you said that we are trying to come up with an explanation for what scholars are saying, and you brought up the position earlier about the companion, that who would actually accuse the companion of shirk?","Jake Brancatella"
"10958530","10965390"," Do you believe that Ibn Taymiyyah is actually saying that he's accusing the Prophet, peace be upon him, of shirk?","Jake Brancatella"
"10965730","10970810"," In other words, how do you think that he's explaining that in his own mind?","Jake Brancatella"
"10971570","10975490"," No, but can we agree that he is accusing the Prophet, peace be upon him, of committing an act of shirk?","Daniel Haqiqatjou"
"10975490","10976370"," No, I don't believe that.","Jake Brancatella"
"10976410","10983690"," That's why I'm asking you, I'm asking you, how do you think Ibn Taymiyyah is justifying whatever you're attributing to him?","Jake Brancatella"
"10985030","10988550"," Okay, if you're not clear on what I'm attributing to him, let me clarify.","Daniel Haqiqatjou"
"10989290","10992890"," Ibn Taymiyyah says, there's this story, okay, that's narrated.","Daniel Haqiqatjou"
"10993370","11016450"," The vast majority of scholars says that this is inauthentic, it is rejected, and in fact it might be kufr, Qadiyyat and Fakhr al-Din al-Razi indicate, or actually Fakhr al-Din al-Razi explicitly says that it's kufr to affirm this, because it's accusing the Prophet, peace be upon him, of uttering shirk, uttering shirk, and then being immediately corrected, and Jibreel immediately correcting that.","Daniel Haqiqatjou"
"11016810","11033150"," Ibn Taymiyyah says that this is an authentic narration, it's authentic, that this happened, the Prophet, peace be upon him, in Surah al-Najm, he did add these satanic verses, so he committed shirk, and Ibn Taymiyyah gives an explanation for that.","Daniel Haqiqatjou"
"11033150","11034010"," What is his explanation?","Jake Brancatella"
"11034970","11041350"," I mean, he gives an explanation that it doesn't matter the fact that he's accusing the Prophet, peace be upon him, of uttering shirk.","Daniel Haqiqatjou"
"11041350","11042490"," But what is his explanation?","Jake Brancatella"
"11042670","11043210"," I'm asking you.","Jake Brancatella"
"11043310","11050350"," It's like a very long explanation that's about the Isma of the Prophets, what is the nature of the infallibility of the Prophets.","Daniel Haqiqatjou"
"11050570","11051830"," But you can't summarize it.","Daniel Haqiqatjou"
"11052930","11059510"," Yeah, I mean, he's trying to talk about the Isma of what is the nature of Prophets being infallible and not making mistakes.","Daniel Haqiqatjou"
"11059630","11067190"," And he thinks that, he thinks, you're saying that Ibn Taymiyyah believes that a Prophet can fall into major kufr and shirk.","Jake Brancatella"
"11068130","11070230"," Well, is uttering praise?","Jake Brancatella"
"11070230","11071370"," No, but is that what he's saying?","Daniel Haqiqatjou"
"11071530","11079790"," You're saying he gives an explanation that has to do with the infallibility, the scope of the infallibility of the Prophets.","Jake Brancatella"
"11080110","11089690"," In that discussion, is he saying that the scope of the infallibility of the Prophets is outside of major kufr and shirk, that they can actually fall into that?","Jake Brancatella"
"11089770","11090750"," Is that what he's explaining?","Jake Brancatella"
"11091070","11092410"," Yeah, I mean, that's the story.","Daniel Haqiqatjou"
"11092410","11093190"," I don't believe that.","Jake Brancatella"
"11093230","11093950"," You have to show that.","Jake Brancatella"
"11094330","11098670"," The story, do you not agree that, do you understand the story of the cranes?","Daniel Haqiqatjou"
"11098730","11110090"," I haven't seen, I haven't read, I'm being honest, I have not read Ibn Taymiyyah's explanation of this in detail on how you're saying he attempts to justify it.","Jake Brancatella"
"11110250","11117910"," So, I'm not going to agree with you out of hand and say, oh yeah, Ibn Taymiyyah is actually accusing the Prophet, peace be upon him, of shirk.","Jake Brancatella"
"11118290","11120270"," And your explanation doesn't even make sense.","Jake Brancatella"
"11120550","11131410"," And the fact that you can't really summarize what he's saying, seems like you either don't know, or you don't really want to tell me, because if you do, it's going to show that in actual fact, he's not really accusing the Prophet of that.","Jake Brancatella"
"11131730","11136850"," So, I guess you just don't know much about Ibn Taymiyyah's views, and that means...","Daniel Haqiqatjou"
"11136850","11139630"," No, I said about this specific issue in detail.","Jake Brancatella"
"11139870","11142170"," You haven't even told me what it is.","Daniel Haqiqatjou"
"11142290","11143450"," Let me finish, okay?","Daniel Haqiqatjou"
"11144030","11150090"," So, it looks like you don't know Ibn Taymiyyah's views in detail, so why are you trying to say that he is an Atheri?","Daniel Haqiqatjou"
"11150370","11155170"," Why are you defending him as an Orthodox Atheri, when you don't even know the details?","Daniel Haqiqatjou"
"11155550","11157630"," That's what you said about me and the Esharis, right?","Daniel Haqiqatjou"
"11158010","11159610"," So, it looks like you don't actually know.","Daniel Haqiqatjou"
"11159650","11160530"," You don't know what they are.","Jake Brancatella"
"11160630","11165370"," I spent 35 minutes schooling you on what Ibn Taymiyyah actually believes.","Jake Brancatella"
"11165750","11169870"," Now, you brought up one example that I have not studied in detail.","Jake Brancatella"
"11170330","11172390"," I asked you to explain it, and you either...","Jake Brancatella"
"11172390","11173150"," I did explain it.","Daniel Haqiqatjou"
"11173170","11173750"," No, you didn't.","Jake Brancatella"
"11173790","11174310"," Yes, I did.","Jake Brancatella"
